"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"UKM00003772","1948-12-22","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   38","H,,S"
"UKM00003772","1948-12-23","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   27","H,,S"
"UKM00003772","1948-12-24","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   50","H,,S"
"UKM00003772","1948-12-25","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   13","H,,S"
"UKM00003772","1948-12-26","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  -22","H,,S"
"UKM00003772","1948-12-27","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"    2","H,,S"
"UKM00003772","1948-12-28","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   42","H,,S"
"UKM00003772","1948-12-29","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   55","H,,S"
"UKM00003772","1948-12-30","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   64","H,,S"
"UKM00003772","1948-12-31","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   39","H,,S"
"UKM00003772","1949-01-01","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   67","H,,S"
"UKM00003772","1949-01-02","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   57","H,,S"
"UKM00003772","1949-01-03","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"    9","H,,S"
"UKM00003772","1949-01-04","51.478","-0.461","25.3","HEATHROW, UK","   25","B,,S",,,,,,,"   50","H,,S"
"UKM00003772","1949-01-05","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   46","H,,S"
"UKM00003772","1949-01-06","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   72","H,,S"
"UKM00003772","1949-01-07","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   93","H,,S"
"UKM00003772","1949-01-08","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   55","H,,S"
"UKM00003772","1949-01-09","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   16","H,,S"
"UKM00003772","1949-01-10","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   35","H,,S"
"UKM00003772","1949-01-11","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   62","H,,S"
"UKM00003772","1949-01-12","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   23","H,,S"
"UKM00003772","1949-01-13","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   40","H,,S"
"UKM00003772","1949-01-14","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   98","H,,S"
"UKM00003772","1949-01-15","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   83","H,,S"
"UKM00003772","1949-01-16","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   91","H,,S"
"UKM00003772","1949-01-17","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   85","H,,S"
"UKM00003772","1949-01-18","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   86","H,,S"
"UKM00003772","1949-01-19","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   95","H,,S"
"UKM00003772","1949-01-20","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   68","H,,S"
"UKM00003772","1949-01-21","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   69","H,,S"
"UKM00003772","1949-01-22","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   53","H,,S"
"UKM00003772","1949-01-23","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   68","H,,S"
"UKM00003772","1949-01-24","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   47","H,,S"
"UKM00003772","1949-01-25","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   61","H,,S"
"UKM00003772","1949-01-26","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   67","H,,S"
"UKM00003772","1949-01-27","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   58","H,,S"
"UKM00003772","1949-01-28","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   27","H,,S"
"UKM00003772","1949-01-29","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   -7","H,,S"
"UKM00003772","1949-01-30","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   20","H,,S"
"UKM00003772","1949-01-31","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   33","H,,S"
"UKM00003772","1949-02-01","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   41","H,,S"
"UKM00003772","1949-02-02","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   15","H,,S"
"UKM00003772","1949-02-03","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   -1","H,,S"
"UKM00003772","1949-02-04","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   -5","H,,S"
"UKM00003772","1949-02-05","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"    7","H,,S"
"UKM00003772","1949-02-06","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"    7","H,,S"
"UKM00003772","1949-02-07","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   47","H,,S"
"UKM00003772","1949-02-08","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   63","H,,S"
"UKM00003772","1949-02-09","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   63","H,,S"
"UKM00003772","1949-02-10","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   49","H,,S"
"UKM00003772","1949-02-11","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   22","H,,S"
"UKM00003772","1949-02-12","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   44","H,,S"
"UKM00003772","1949-02-13","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   46","H,,S"
"UKM00003772","1949-02-14","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   86","H,,S"
"UKM00003772","1949-02-15","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   96","H,,S"
"UKM00003772","1949-02-16","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   66","H,,S"
"UKM00003772","1949-02-17","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   45","H,,S"
"UKM00003772","1949-02-18","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   75","H,,S"
"UKM00003772","1949-02-19","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   66","H,,S"
"UKM00003772","1949-02-20","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   69","H,,S"
"UKM00003772","1949-02-21","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  102","H,,S"
"UKM00003772","1949-02-22","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   73","H,,S"
"UKM00003772","1949-02-23","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  111","H,,S"
"UKM00003772","1949-02-24","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   93","H,,S"
"UKM00003772","1949-02-25","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   57","H,,S"
"UKM00003772","1949-02-26","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   78","H,,S"
"UKM00003772","1949-02-27","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   61","H,,S"
"UKM00003772","1949-02-28","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   46","H,,S"
"UKM00003772","1949-03-01","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   62","H,,S"
"UKM00003772","1949-03-02","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   18","H,,S"
"UKM00003772","1949-03-03","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   16","H,,S"
"UKM00003772","1949-03-04","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   18","H,,S"
"UKM00003772","1949-03-05","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"    8","H,,S"
"UKM00003772","1949-03-06","51.478","-0.461","25.3","HEATHROW, UK","   10","B,,S",,,,,,,"   -1","H,,S"
"UKM00003772","1949-03-07","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   29","H,,S"
"UKM00003772","1949-03-08","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   23","H,,S"
"UKM00003772","1949-03-09","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   11","H,,S"
"UKM00003772","1949-03-10","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   23","H,,S"
"UKM00003772","1949-03-11","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   24","H,,S"
"UKM00003772","1949-03-12","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   31","H,,S"
"UKM00003772","1949-03-13","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   82","H,,S"
"UKM00003772","1949-03-14","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   79","H,,S"
"UKM00003772","1949-03-15","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   53","H,,S"
"UKM00003772","1949-03-16","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   81","H,,S"
"UKM00003772","1949-03-17","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   78","H,,S"
"UKM00003772","1949-03-18","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   64","H,,S"
"UKM00003772","1949-03-19","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   43","H,,S"
"UKM00003772","1949-03-20","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   31","H,,S"
"UKM00003772","1949-03-21","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   79","H,,S"
"UKM00003772","1949-03-22","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   99","H,,S"
"UKM00003772","1949-03-23","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  105","H,,S"
"UKM00003772","1949-03-24","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   94","H,,S"
"UKM00003772","1949-03-25","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   79","H,,S"
"UKM00003772","1949-03-26","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  105","H,,S"
"UKM00003772","1949-03-27","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   68","H,,S"
"UKM00003772","1949-03-28","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   57","H,,S"
"UKM00003772","1949-03-29","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   56","H,,S"
"UKM00003772","1949-03-30","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   57","H,,S"
"UKM00003772","1949-03-31","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   54","H,,S"
"UKM00003772","1949-04-01","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   71","H,,S"
"UKM00003772","1949-04-02","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   99","H,,S"
"UKM00003772","1949-04-03","51.478","-0.461","25.3","HEATHROW, UK","   13","B,,S",,,,,,,"  124","H,,S"
"UKM00003772","1949-04-04","51.478","-0.461","25.3","HEATHROW, UK","   13","B,,S",,,,,,,"  127","H,,S"
"UKM00003772","1949-04-05","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  112","H,,S"
"UKM00003772","1949-04-06","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  123","H,,S"
"UKM00003772","1949-04-07","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   71","H,,S"
"UKM00003772","1949-04-08","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   54","H,,S"
"UKM00003772","1949-04-09","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   56","H,,S"
"UKM00003772","1949-04-10","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   73","H,,S"
"UKM00003772","1949-04-11","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  113","H,,S"
"UKM00003772","1949-04-12","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  135","H,,S"
"UKM00003772","1949-04-13","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  132","H,,S"
"UKM00003772","1949-04-14","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  139","H,,S"
"UKM00003772","1949-04-15","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  157","H,,S"
"UKM00003772","1949-04-16","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  178","H,,S"
"UKM00003772","1949-04-17","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  166","H,,S"
"UKM00003772","1949-04-18","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  149","H,,S"
"UKM00003772","1949-04-19","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  119","H,,S"
"UKM00003772","1949-04-20","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  113","H,,S"
"UKM00003772","1949-04-21","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   99","H,,S"
"UKM00003772","1949-04-22","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   84","H,,S"
"UKM00003772","1949-04-23","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  102","H,,S"
"UKM00003772","1949-04-24","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  114","H,,S"
"UKM00003772","1949-04-25","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   89","H,,S"
"UKM00003772","1949-04-26","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   86","H,,S"
"UKM00003772","1949-04-27","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  114","H,,S"
"UKM00003772","1949-04-28","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  124","H,,S"
"UKM00003772","1949-04-29","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   88","H,,S"
"UKM00003772","1949-04-30","51.478","-0.461","25.3","HEATHROW, UK","   13","B,,S",,,,,,,"   83","H,,S"
"UKM00003772","1949-05-01","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   88","H,,S"
"UKM00003772","1949-05-02","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  100","H,,S"
"UKM00003772","1949-05-03","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  112","H,,S"
"UKM00003772","1949-05-04","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  110","H,,S"
"UKM00003772","1949-05-05","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   94","H,,S"
"UKM00003772","1949-05-06","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   88","H,,S"
"UKM00003772","1949-05-07","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  103","H,,S"
"UKM00003772","1949-05-08","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  109","H,,S"
"UKM00003772","1949-05-09","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   88","H,,S"
"UKM00003772","1949-05-10","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"   91","H,,S"
"UKM00003772","1949-05-11","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  122","H,,S"
"UKM00003772","1949-05-12","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  125","H,,S"
"UKM00003772","1949-05-13","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  128","H,,S"
"UKM00003772","1949-05-14","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  131","H,,S"
"UKM00003772","1949-05-15","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  134","H,,S"
"UKM00003772","1949-05-16","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  137","H,,S"
"UKM00003772","1949-05-17","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  121","H,,S"
"UKM00003772","1949-05-18","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  122","H,,S"
"UKM00003772","1949-05-19","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  131","H,,S"
"UKM00003772","1949-05-20","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  127","H,,S"
"UKM00003772","1949-05-21","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  138","H,,S"
"UKM00003772","1949-05-22","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  151","H,,S"
"UKM00003772","1949-05-23","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  142","H,,S"
"UKM00003772","1949-05-24","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  133","H,,S"
"UKM00003772","1949-05-25","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  132","H,,S"
"UKM00003772","1949-05-26","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  110","H,,S"
"UKM00003772","1949-05-27","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  119","H,,S"
"UKM00003772","1949-05-28","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  134","H,,S"
"UKM00003772","1949-05-29","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  113","H,,S"
"UKM00003772","1949-05-30","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  116","H,,S"
"UKM00003772","1949-05-31","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  119","H,,S"
"UKM00003772","1949-06-01","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  116","H,,S"
"UKM00003772","1949-06-02","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  116","H,,S"
"UKM00003772","1949-06-03","51.478","-0.461","25.3","HEATHROW, UK","   10","B,,S",,,,,,,"  118","H,,S"
"UKM00003772","1949-06-04","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  136","H,,S"
"UKM00003772","1949-06-05","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  137","H,,S"
"UKM00003772","1949-06-06","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  164","H,,S"
"UKM00003772","1949-06-07","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  166","H,,S"
"UKM00003772","1949-06-08","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  149","H,,S"
"UKM00003772","1949-06-09","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  164","H,,S"
"UKM00003772","1949-06-10","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  186","H,,S"
"UKM00003772","1949-06-11","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  171","H,,S"
"UKM00003772","1949-06-12","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  175","H,,S"
"UKM00003772","1949-06-13","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  176","H,,S"
"UKM00003772","1949-06-14","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  149","H,,S"
"UKM00003772","1949-06-15","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  138","H,,S"
"UKM00003772","1949-06-16","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  129","H,,S"
"UKM00003772","1949-06-17","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  141","H,,S"
"UKM00003772","1949-06-18","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  148","H,,S"
"UKM00003772","1949-06-19","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  125","H,,S"
"UKM00003772","1949-06-20","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  159","H,,S"
"UKM00003772","1949-06-21","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  180","H,,S"
"UKM00003772","1949-06-22","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  145","H,,S"
"UKM00003772","1949-06-23","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  158","H,,S"
"UKM00003772","1949-06-24","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  162","H,,S"
"UKM00003772","1949-06-25","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  182","H,,S"
"UKM00003772","1949-06-26","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  203","H,,S"
"UKM00003772","1949-06-27","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  227","H,,S"
"UKM00003772","1949-06-28","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  231","H,,S"
"UKM00003772","1949-06-29","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  213","H,,S"
"UKM00003772","1949-06-30","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  208","H,,S"
"UKM00003772","1949-07-01","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  203","H,,S"
"UKM00003772","1949-07-02","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  191","H,,S"
"UKM00003772","1949-07-03","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  194","H,,S"
"UKM00003772","1949-07-04","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  201","H,,S"
"UKM00003772","1949-07-05","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  170","H,,S"
"UKM00003772","1949-07-06","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  149","H,,S"
"UKM00003772","1949-07-07","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  126","H,,S"
"UKM00003772","1949-07-08","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  156","H,,S"
"UKM00003772","1949-07-09","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  159","H,,S"
"UKM00003772","1949-07-10","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  186","H,,S"
"UKM00003772","1949-07-11","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  202","H,,S"
"UKM00003772","1949-07-12","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  227","H,,S"
"UKM00003772","1949-07-13","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  212","H,,S"
"UKM00003772","1949-07-14","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  200","H,,S"
"UKM00003772","1949-07-15","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  197","H,,S"
"UKM00003772","1949-07-16","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  173","H,,S"
"UKM00003772","1949-07-17","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  164","H,,S"
"UKM00003772","1949-07-18","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  148","H,,S"
"UKM00003772","1949-07-19","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  157","H,,S"
"UKM00003772","1949-07-20","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  166","H,,S"
"UKM00003772","1949-07-21","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  198","H,,S"
"UKM00003772","1949-07-22","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  223","H,,S"
"UKM00003772","1949-07-23","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  224","H,,S"
"UKM00003772","1949-07-24","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  229","H,,S"
"UKM00003772","1949-07-25","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  237","H,,S"
"UKM00003772","1949-07-26","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  227","H,,S"
"UKM00003772","1949-07-27","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  218","H,,S"
"UKM00003772","1949-07-28","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  196","H,,S"
"UKM00003772","1949-07-29","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  181","H,,S"
"UKM00003772","1949-07-30","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  179","H,,S"
"UKM00003772","1949-07-31","51.478","-0.461","25.3","HEATHROW, UK","   13","B,,S",,,,,,,"  183","H,,S"
"UKM00003772","1949-08-01","51.478","-0.461","25.3","HEATHROW, UK",,,,,,,,,"  181","H,,S"
