"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ISM00040180","1954-09","32.011","34.887","41.1","BEN GURION, IS","935.3","S","187.5","1,S","0",",S","0",",S","0",",S","0",",S","0",",S","0","1,S","29","1,S","2","1,S","16.1",",S,29,","0.0",",,S,30,+","33.9","1,S,23,","0.0","S","0.0","1,S","0.0",",,,S","24.84","1,S","29.66","1,,,S","20.01",",,,S"
"ISM00040180","1954-10","32.011","34.887","41.1","BEN GURION, IS","1051.9","S","116.6","4,S","2",",S","0",",S","0",",S","0","4,S","0","4,S","0",",S","31",",S","3",",S","13.9","4,S,05,","0.5",",,S,27,","32.8",",S,05,","0.0","S","0.0",",S","0.8",",,,S","22.63","4,S","28.33",",,,S","16.93","4,,,S"
"ISM00040180","1954-11","32.011","34.887","41.1","BEN GURION, IS","1108.3","S","56.4",",S","8",",S","6",",S","2",",S","0",",S","0",",S","0",",S","23",",S","1",",S","8.9",",S,26,","31.0",",,S,21,","32.2",",S,16,","28.9","S","28.9",",S","99.5",",,,S","19.25",",S","24.46",",,,S","14.04",",,,S"
"ISM00040180","1954-12","32.011","34.887","41.1","BEN GURION, IS","1110.2","S","1.9","2,S","10","1,S","4","1,S","2","1,S","0","1,S","0","1,S","0","1,S","12","1,S","0","1,S","7.2","1,S,26,+","70.1","1,,S,29,","25.0","1,S,16,+","144.3","S","115.4","1,S","146.1","1,,,S","14.41","2,S","19.30","1,,,S","9.52","1,,,S"
"ISM00040180","1955-01","32.011","34.887","41.1","BEN GURION, IS","0.6","S","0.6","2,S","","","","","","","0","1,S","0","1,S","0","1,S","8","1,S","0","1,S","2.8","1,S,28,","","","25.0","1,S,19,+","271.2","S","126.9","1,S","","","13.98","2,S","20.17","1,,,S","7.78","1,,,S"
"ISM00040180","1955-02","32.011","34.887","41.1","BEN GURION, IS","7.0","S","6.4",",S","","","","","","","0",",S","0",",S","0",",S","14",",S","0",",S","5.0",",S,02,","","","31.1",",S,27,","353.4","S","82.2",",S","","","15.63",",S","22.40",",,,S","8.85",",,,S"
"ISM00040180","1955-03","32.011","34.887","41.1","BEN GURION, IS","15.1","S","8.1","3,S","","","","","","","0","3,S","0","3,S","0",",S","17",",S","0",",S","3.9","3,S,08,","","","31.1",",S,09,+","442.8","S","89.4",",S","","","15.21","3,S","21.95",",,,S","8.48","3,,,S"
"ISM00040180","1955-04","32.011","34.887","41.1","BEN GURION, IS","48.1","S","33.0","3,S","","","","","","","0","3,S","0","3,S","0",",S","24",",S","5",",S","6.1","3,S,18,+","","","36.1",",S,02,+","484.2","S","41.4",",S","","","18.03","3,S","24.83",",,,S","11.23","3,,,S"
"ISM00040180","1955-05","32.011","34.887","41.1","BEN GURION, IS","108.0","S","59.9","2,S","","","","","","","0","2,S","0","2,S","0","1,S","29","1,S","2","1,S","11.1","2,S,12,+","","","33.9","1,S,08,","493.9","S","9.7","1,S","","","20.00","2,S","26.31","1,,,S","13.69","2,,,S"
"ISM00040180","1955-06","32.011","34.887","41.1","BEN GURION, IS","275.8","S","167.8","2,S","","","","","","","0","1,S","0","1,S","0","1,S","29","1,S","8","1,S","15.0","1,S,24,+","","","36.1","1,S,11,","493.9","S","0.0","1,S","","","24.23","2,S","30.25","1,,,S","18.20","1,,,S"
"ISM00040180","1955-07","32.011","34.887","41.1","BEN GURION, IS","493.5","S","217.7",",S","","","","","","","0",",S","0",",S","0",",S","31",",S","7",",S","17.8",",S,14,+","","","35.0",",S,30,+","0.0","S","0.0",",S","","","25.36",",S","30.75",",,,S","19.96",",,,S"
"ISM00040180","1957-02","32.011","34.887","41.1","BEN GURION, IS","","","","","","","","","","","","","","","0","4,S","10","4,S","0","4,S","","","","","23.9","4,S,28,+","","","","","","","","","19.12","4,,,S","",""
"ISM00040180","1957-07","32.011","34.887","41.1","BEN GURION, IS","","","195.3",",S","","","","","","","0",",S","0",",S","0",",S","31",",S","3",",S","12.2",",S,09,","","","32.2",",S,31,+","0.0","S","0.0",",S","","","24.63",",S","30.03",",,,S","19.23",",,,S"
"ISM00040180","1957-08","32.011","34.887","41.1","BEN GURION, IS","","","233.7","1,S","","","","","","","0","1,S","0","1,S","0",",S","31",",S","11",",S","17.8","1,S,11,","","","33.9",",S,21,","0.0","S","0.0",",S","","","26.10","1,S","31.14",",,,S","21.07","1,,,S"
"ISM00040180","1957-09","32.011","34.887","41.1","BEN GURION, IS","","","187.4",",S","","","","","","","0",",S","0",",S","0",",S","30",",S","4",",S","16.1",",S,24,","","","32.8",",S,17,+","0.0","S","0.0",",S","","","24.58",",S","29.97",",,,S","19.19",",,,S"
"ISM00040180","1957-10","32.011","34.887","41.1","BEN GURION, IS","","","148.2",",S","","","","","","","0",",S","0",",S","0",",S","31",",S","4",",S","13.9",",S,26,+","","","35.0",",S,28,","0.0","S","0.0",",S","","","23.11",",S","29.34",",,,S","16.89",",,,S"
"ISM00040180","1957-11","32.011","34.887","41.1","BEN GURION, IS","","","28.8","1,S","","","","","","","0","1,S","0","1,S","0",",S","26",",S","1",",S","8.9","1,S,23,","","","32.2",",S,05,","13.6","S","13.6",",S","","","18.88","1,S","24.72",",,,S","13.04","1,,,S"
"ISM00040180","1957-12","32.011","34.887","41.1","BEN GURION, IS","","","2.3",",S","","","","","","","0",",S","0",",S","0",",S","13",",S","0",",S","5.0",",S,29,+","","","27.8",",S,16,","121.1","S","107.5",",S","","","14.94",",S","20.66",",,,S","9.21",",,,S"
"ISM00040180","1958-01","32.011","34.887","41.1","BEN GURION, IS","3.6","S","3.6","2,S","","","","","","","0","2,S","0","2,S","0",",S","6",",S","0",",S","5.0","2,S,28,","","","27.8",",S,13,","252.4","S","131.3",",S","","","13.98","2,S","19.04",",,,S","8.93","2,,,S"
"ISM00040180","1958-02","32.011","34.887","41.1","BEN GURION, IS","8.3","S","4.7","1,S","","","","","","","0",",S","0",",S","0","1,S","10","1,S","1","1,S","2.8",",S,26,+","","","32.8","1,S,28,","387.2","S","134.8","1,S","","","13.51","1,S","20.74","1,,,S","6.29",",,,S"
"ISM00040180","1958-03","32.011","34.887","41.1","BEN GURION, IS","33.9","S","25.6","4,S","","","","","","","0","3,S","0","3,S","0","1,S","23","1,S","3","1,S","3.9","3,S,12,","","","37.8","1,S,31,","463.8","S","76.6","1,S","","","16.25","4,S","24.45","1,,,S","8.06","3,,,S"
"ISM00040180","1958-04","32.011","34.887","41.1","BEN GURION, IS","90.2","S","56.3","1,S","","","","","","","0","1,S","0","1,S","0",",S","30",",S","7",",S","5.0","1,S,13,","","","36.1",",S,16,","491.6","S","27.8",",S","","","19.38","1,S","27.35",",,,S","11.41","1,,,S"
"ISM00040180","1958-05","32.011","34.887","41.1","BEN GURION, IS","155.7","S","65.5",",S","","","","","","","0",",S","0",",S","0",",S","31",",S","3",",S","8.9",",S,01,","","","32.8",",S,12,","506.3","S","14.7",",S","","","19.97",",S","26.56",",,,S","13.38",",,,S"
"ISM00040180","1958-06","32.011","34.887","41.1","BEN GURION, IS","299.4","S","143.7",",S","","","","","","","0",",S","0",",S","0",",S","30",",S","8",",S","13.9",",S,21,+","","","37.8",",S,14,+","506.3","S","0.0",",S","","","23.12",",S","30.08",",,,S","16.17",",,,S"
"ISM00040180","1958-07","32.011","34.887","41.1","BEN GURION, IS","495.8","S","196.4",",S","","","","","","","0",",S","0",",S","0",",S","31",",S","10",",S","15.0",",S,07,","","","36.1",",S,06,","0.0","S","0.0",",S","","","24.67",",S","31.00",",,,S","18.34",",,,S"
"ISM00040180","1958-08","32.011","34.887","41.1","BEN GURION, IS","733.5","S","237.7","1,S","","","","","","","0","1,S","0","1,S","0",",S","31",",S","21",",S","17.2","1,S,09,","","","35.0",",S,26,","0.0","S","0.0",",S","","","26.29","1,S","32.09",",,,S","20.48","1,,,S"
"ISM00040180","1958-09","32.011","34.887","41.1","BEN GURION, IS","894.2","S","160.7",",S","","","","","","","0",",S","0",",S","0",",S","30",",S","5",",S","13.9",",S,11,","","","35.0",",S,12,","0.0","S","0.0",",S","","","23.69",",S","29.99",",,,S","17.39",",,,S"
"ISM00040180","1958-10","32.011","34.887","41.1","BEN GURION, IS","980.7","S","86.5",",S","","","","","","","0",",S","0",",S","0",",S","31",",S","0",",S","11.1",",S,31,+","","","30.0",",S,31,+","0.0","S","0.0",",S","","","21.12",",S","27.38",",,,S","14.87",",,,S"
"ISM00040180","1958-11","32.011","34.887","41.1","BEN GURION, IS","1005.7","S","25.0","2,S","","","","","","","0","2,S","0","2,S","0",",S","27",",S","0",",S","2.2","2,S,25,","","","31.1",",S,10,","41.4","S","41.4",",S","","","17.77","2,S","24.87",",,,S","10.67","2,,,S"
"ISM00040180","1958-12","32.011","34.887","41.1","BEN GURION, IS","1007.9","S","2.2",",S","","","","","","","0",",S","0",",S","0",",S","21",",S","0",",S","6.1",",S,31,+","","","27.8",",S,25,","128.7","S","87.3",",S","","","15.59",",S","21.85",",,,S","9.33",",,,S"
"ISM00040180","1960-08","32.011","34.887","41.1","BEN GURION, IS","","","227.6","1,S","","","","","","","0","1,S","0","1,S","0",",S","31",",S","24",",S","16.1","1,S,22,","","","33.9",",S,26,+","","","0.0",",S","","","25.93","1,S","32.20",",,,S","19.66","1,,,S"
"ISM00040180","1960-09","32.011","34.887","41.1","BEN GURION, IS","","","177.0","1,S","","","","","","","0","1,S","0","1,S","0",",S","30",",S","7",",S","13.9","1,S,21,","","","33.9",",S,01,","","","0.0",",S","","","24.42","1,S","29.98",",,,S","18.86","1,,,S"
"ISM00040180","1960-10","32.011","34.887","41.1","BEN GURION, IS","","","141.7","1,S","","","","","","","0","1,S","0","1,S","0",",S","31",",S","6",",S","11.1","1,S,22,","","","37.2",",S,15,","","","0.0",",S","","","23.00","1,S","30.34",",,,S","15.66","1,,,S"
"ISM00040180","1960-11","32.011","34.887","41.1","BEN GURION, IS","","","37.0","3,S","","","","","","","0","2,S","0","2,S","0","1,S","28","1,S","0","1,S","8.9","2,S,23,","","","30.0","1,S,15,+","","","6.9","1,S","","","19.44","3,S","25.39","1,,,S","13.50","2,,,S"
"ISM00040180","1960-12","32.011","34.887","41.1","BEN GURION, IS","","","15.6","2,S","","","","","","","0","1,S","0","1,S","0","1,S","27","1,S","0","1,S","7.8","1,S,24,","","","28.9","1,S,26,","","","33.6","1,S","","","17.79","2,S","23.86","1,,,S","11.72","1,,,S"
"ISM00040180","1964-08","32.011","34.887","41.1","BEN GURION, IS","","","","","","","","","","","","","","","0","3,S","28","3,S","8","3,S","","","","","33.9","3,S,11,","","","","","","","","","30.69","3,,,S","",""
"ISM00040180","1973-01","32.011","34.887","41.1","BEN GURION, IS","","","","","","","","","","","","","","","0","4,S","8","4,S","0","4,S","","","","","23.0","4,S,29,+","","","","","","","","","18.67","4,,,S","",""
"ISM00040180","1973-02","32.011","34.887","41.1","BEN GURION, IS","","","","","","","","","","","","","","","0","3,S","11","3,S","1","3,S","","","","","33.0","3,S,17,","","","","","","","","","21.72","3,,,S","",""
