"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"IS000051690","1921-10-28","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-10-29","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-10-30","31.25","34.8164","280.0","BEER SHEVA, IS","    2",",,E",,,,,,
"IS000051690","1921-10-31","31.25","34.8164","280.0","BEER SHEVA, IS","    9",",,E",,,,,,
"IS000051690","1921-11-01","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-11-02","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-11-03","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-11-04","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-11-05","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-11-06","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-11-07","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-11-08","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-11-09","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-11-10","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-11-11","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-11-12","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-11-13","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-11-14","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-11-15","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-11-16","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-11-17","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-11-18","31.25","34.8164","280.0","BEER SHEVA, IS","   58",",,E",,,,,,
"IS000051690","1921-11-19","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-11-20","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-11-21","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-11-22","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-11-23","31.25","34.8164","280.0","BEER SHEVA, IS","   10",",,E",,,,,,
"IS000051690","1921-11-24","31.25","34.8164","280.0","BEER SHEVA, IS","    6",",,E",,,,,,
"IS000051690","1921-11-25","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-11-26","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-11-27","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-11-28","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-11-29","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-11-30","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-12-01","31.25","34.8164","280.0","BEER SHEVA, IS","   33",",,E",,,,,,
"IS000051690","1921-12-02","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-12-03","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-12-04","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-12-05","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-12-06","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-12-07","31.25","34.8164","280.0","BEER SHEVA, IS","   70",",,E",,,,,,
"IS000051690","1921-12-08","31.25","34.8164","280.0","BEER SHEVA, IS","  210",",,E",,,,,,
"IS000051690","1921-12-09","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-12-10","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-12-11","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-12-12","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-12-13","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-12-14","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-12-15","31.25","34.8164","280.0","BEER SHEVA, IS","    6",",,E",,,,,,
"IS000051690","1921-12-16","31.25","34.8164","280.0","BEER SHEVA, IS","   72",",,E",,,,,,
"IS000051690","1921-12-17","31.25","34.8164","280.0","BEER SHEVA, IS","   26",",,E",,,,,,
"IS000051690","1921-12-18","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-12-19","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-12-20","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-12-21","31.25","34.8164","280.0","BEER SHEVA, IS","   32",",,E",,,,,,
"IS000051690","1921-12-22","31.25","34.8164","280.0","BEER SHEVA, IS","   36",",,E",,,,,,
"IS000051690","1921-12-23","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-12-24","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-12-25","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-12-26","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-12-27","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-12-28","31.25","34.8164","280.0","BEER SHEVA, IS","   72",",,E",,,,,,
"IS000051690","1921-12-29","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-12-30","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1921-12-31","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-01-01","31.25","34.8164","280.0","BEER SHEVA, IS","   12",",,E",,,,,,
"IS000051690","1922-01-02","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-01-03","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-01-04","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-01-05","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-01-06","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-01-07","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-01-08","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-01-09","31.25","34.8164","280.0","BEER SHEVA, IS","   27",",,E",,,,,,
"IS000051690","1922-01-10","31.25","34.8164","280.0","BEER SHEVA, IS","  113",",,E",,,,,,
"IS000051690","1922-01-11","31.25","34.8164","280.0","BEER SHEVA, IS","    8",",,E",,,,,,
"IS000051690","1922-01-12","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-01-13","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-01-14","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-01-15","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-01-16","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-01-17","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-01-18","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-01-19","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-01-20","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-01-21","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-01-22","31.25","34.8164","280.0","BEER SHEVA, IS","    8",",,E",,,,,,
"IS000051690","1922-01-23","31.25","34.8164","280.0","BEER SHEVA, IS","   57",",,E",,,,,,
"IS000051690","1922-01-24","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-01-25","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-01-26","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-01-27","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-01-28","31.25","34.8164","280.0","BEER SHEVA, IS","    5",",,E",,,,,,
"IS000051690","1922-01-29","31.25","34.8164","280.0","BEER SHEVA, IS","  277",",,E",,,,,,
"IS000051690","1922-01-30","31.25","34.8164","280.0","BEER SHEVA, IS","   10",",,E",,,,,,
"IS000051690","1922-01-31","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-02-01","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-02-02","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-02-03","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-02-04","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-02-05","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-02-06","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-02-07","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-02-08","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-02-09","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-02-10","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-02-11","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-02-12","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-02-13","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-02-14","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-02-15","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-02-16","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-02-17","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-02-18","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-02-19","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-02-20","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-02-21","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-02-22","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-02-23","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-02-24","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-02-25","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-02-26","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-02-27","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-02-28","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-03-01","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-03-02","31.25","34.8164","280.0","BEER SHEVA, IS","   57",",,E",,,,,,
"IS000051690","1922-03-03","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-03-04","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-03-05","31.25","34.8164","280.0","BEER SHEVA, IS","  133",",,E",,,,,,
"IS000051690","1922-03-06","31.25","34.8164","280.0","BEER SHEVA, IS","    4",",,E",,,,,,
"IS000051690","1922-03-07","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-03-08","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-03-09","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-03-10","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-03-11","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-03-12","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-03-13","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-03-14","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-03-15","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-03-16","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-03-17","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-03-18","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-03-19","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-03-20","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-03-21","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-03-22","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-03-23","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-03-24","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-03-25","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-03-26","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-03-27","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-03-28","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-03-29","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-03-30","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-03-31","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-04-01","31.25","34.8164","280.0","BEER SHEVA, IS","   13",",,E",,,,,,
"IS000051690","1922-04-02","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-04-03","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-04-04","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-04-05","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-04-06","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-04-07","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-04-08","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-04-09","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-04-10","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-04-11","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-04-12","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-04-13","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-04-14","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-04-15","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-04-16","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-04-17","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-04-18","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-04-19","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-04-20","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-04-21","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-04-22","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-04-23","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-04-24","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-04-25","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-04-26","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-04-27","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-04-28","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-04-29","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-04-30","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-05-01","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-05-02","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-05-03","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-05-04","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-05-05","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-05-06","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-05-07","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-05-08","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-05-09","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-05-10","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-05-11","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-05-12","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-05-13","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-05-14","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-05-15","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-05-16","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-05-17","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-05-18","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-05-19","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-05-20","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-05-21","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-05-22","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-05-23","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-05-24","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-05-25","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-05-26","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-05-27","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-05-28","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-05-29","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-05-30","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-05-31","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-06-01","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-06-02","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-06-03","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-06-04","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-06-05","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-06-06","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-06-07","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-06-08","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-06-09","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-06-10","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-06-11","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-06-12","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-06-13","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-06-14","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-06-15","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-06-16","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-06-17","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-06-18","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-06-19","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
"IS000051690","1922-06-20","31.25","34.8164","280.0","BEER SHEVA, IS","    0",",,E",,,,,,
